From,To,weight
Anitha Ilapakurti,Jaya Shankar Vuppalapati,1
Anitha Ilapakurti,Rajasekar Vuppalapati,1
Anitha Ilapakurti,Santosh Kedari,1
Anitha Ilapakurti,Sharat Kedari,1
Chandrasekar Vuppalapati,Jaya Shankar Vuppalapati,1
Chandrasekar Vuppalapati,Rajasekar Vuppalapati,1
Chandrasekar Vuppalapati,Santosh Kedari,1
Chandrasekar Vuppalapati,Sharat Kedari,2
Jaya Shankar Vuppalapati,Rajasekar Vuppalapati,1
Jaya Shankar Vuppalapati,Santosh Kedari,1
Jaya Shankar Vuppalapati,Sharat Kedari,1
Rajasekar Vuppalapati,Santosh Kedari,1
Rajasekar Vuppalapati,Sharat Kedari,1
Santosh Kedari,Sharat Kedari,1
Andrea Edwards,Jiabin Zhao,1
Andrea Edwards,Kun Zhang 0012,1
Andrea Edwards,Wei Fan 0001,1
Andrea Edwards,Zhide Fang,1
Andrea Edwards,Zhong Chen 0003,1
Jiabin Zhao,Kun Zhang 0012,1
Jiabin Zhao,Wei Fan 0001,1
Jiabin Zhao,Zhide Fang,1
Jiabin Zhao,Zhong Chen 0003,1
Kun Zhang 0012,Wei Fan 0001,1
Kun Zhang 0012,Zhide Fang,1
Kun Zhang 0012,Zhong Chen 0003,1
Wei Fan 0001,Zhide Fang,1
Wei Fan 0001,Zhong Chen 0003,1
Zhide Fang,Zhong Chen 0003,1
Andrei Z. Broder,James B. Wendt,1
Andrei Z. Broder,Lluis Garcia Pueyo,1
Andrei Z. Broder,Marc Najork,1
Andrei Z. Broder,Yu Sun,1
James B. Wendt,Lluis Garcia Pueyo,1
James B. Wendt,Yu Sun,1
Lluis Garcia Pueyo,Marc Najork,1
Lluis Garcia Pueyo,Yu Sun,1
Marc Najork,Yu Sun,1
Concepcion Sanchez Aleman,Georges A. Kamhoua,1
Concepcion Sanchez Aleman,Niki Pissinou,1
Concepcion Sanchez Aleman,Sheila Alemany,1
Georges A. Kamhoua,Niki Pissinou,1
Georges A. Kamhoua,Sheila Alemany,1
Niki Pissinou,Sheila Alemany,1
Ke Sun 0001,Uchenna Akujuobi,1
Ke Sun 0001,Xiangliang Zhang 0001,1
Uchenna Akujuobi,Xiangliang Zhang 0001,1
Erin Fitzhenry,George Chin Jr.,1
Erin Fitzhenry,Katherine Porterfield,1
Erin Fitzhenry,Patrick Mackey,1
Erin Fitzhenry,Sutanay Choudhury,1
George Chin Jr.,Katherine Porterfield,1
George Chin Jr.,Sutanay Choudhury,1
Katherine Porterfield,Patrick Mackey,1
Katherine Porterfield,Sutanay Choudhury,1
Patrick Mackey,Sutanay Choudhury,1
Debdeep Paul,Jing Zeng,1
Debdeep Paul,Song Junxian,1
Debdeep Paul,Xu Chi,1
Jing Zeng,Song Junxian,1
Jing Zeng,Xu Chi,1
Song Junxian,Xu Chi,1
David M. Alexander,Scott E. Brown,1
David M. Alexander,Simon Su,1
David M. Alexander,Venkat R. Dasari,1
David M. Alexander,Vincent Perry,1
Scott E. Brown,Simon Su,1
Scott E. Brown,Venkat R. Dasari,1
Scott E. Brown,Vincent Perry,1
Simon Su,Venkat R. Dasari,1
Venkat R. Dasari,Vincent Perry,1
Huiyuan Chen,Jing Li 0002,1
Gharib Gharibi,Rakan Alanazi,1
Gharib Gharibi,Yugyung Lee,1
Rakan Alanazi,Yugyung Lee,1
Matthew Malir,Meng Jiang 0001,1
Matthew Malir,Tong Zhao 0003,1
Meng Jiang 0001,Tong Zhao 0003,1
Alex Sim,Dongeun Lee 0001,1
Alex Sim,J. Kade Gibson,1
Alex Sim,Jaesik Choi,1
Dongeun Lee 0001,J. Kade Gibson,1
Dongeun Lee 0001,Jaesik Choi,1
J. Kade Gibson,Jaesik Choi,1
Booz Allen Hamilton,Mark McLean,1
Edward Raff,Mark McLean,1
Dimitris Dedousis,Nikos Zacheilas,1
Dimitris Dedousis,Vana Kalogeraki,1
Nikos Zacheilas,Vana Kalogeraki,1
Brit Youngmann,Gal Zeevi,1
Brit Youngmann,Shay Gershtein,1
Brit Youngmann,Tova Milo,1
Gal Zeevi,Shay Gershtein,1
Gal Zeevi,Tova Milo,1
Shay Gershtein,Tova Milo,1
Claudio Lucchese,Franco Maria Nardini,1
Claudio Lucchese,Raffaele Perego 0001,2
Claudio Lucchese,Roberto Trani,1
Claudio Lucchese,Rossano Venturini,1
Franco Maria Nardini,Raffaele Perego 0001,1
Franco Maria Nardini,Roberto Trani,1
Franco Maria Nardini,Rossano Venturini,1
Raffaele Perego 0001,Roberto Trani,1
Raffaele Perego 0001,Rossano Venturini,1
Roberto Trani,Rossano Venturini,1
Dominik Slezak,Iwona Szymusik,1
Dominik Slezak,Jadwiga Sosnowska,1
Dominik Slezak,Joanna Fedorowicz,1
Dominik Slezak,Karol Zaleski,1
Dominik Slezak,Lukasz Milobedzki,1
Dominik Slezak,Lukasz Sosnowski,1
Dominik Slezak,Tomasz Penza,1
Dominik Slezak,Wojciech Chaber,1
Iwona Szymusik,Jadwiga Sosnowska,1
Iwona Szymusik,Joanna Fedorowicz,1
Iwona Szymusik,Karol Zaleski,1
Iwona Szymusik,Lukasz Milobedzki,1
Iwona Szymusik,Lukasz Sosnowski,1
Iwona Szymusik,Tomasz Penza,1
Iwona Szymusik,Wojciech Chaber,1
Jadwiga Sosnowska,Joanna Fedorowicz,1
Jadwiga Sosnowska,Karol Zaleski,1
Jadwiga Sosnowska,Lukasz Milobedzki,1
Jadwiga Sosnowska,Lukasz Sosnowski,1
Jadwiga Sosnowska,Tomasz Penza,1
Jadwiga Sosnowska,Wojciech Chaber,1
Joanna Fedorowicz,Karol Zaleski,1
Joanna Fedorowicz,Lukasz Milobedzki,1
Joanna Fedorowicz,Lukasz Sosnowski,1
Joanna Fedorowicz,Tomasz Penza,1
Joanna Fedorowicz,Wojciech Chaber,1
Karol Zaleski,Lukasz Milobedzki,1
Karol Zaleski,Lukasz Sosnowski,1
Karol Zaleski,Tomasz Penza,1
Karol Zaleski,Wojciech Chaber,1
Lukasz Milobedzki,Lukasz Sosnowski,1
Lukasz Milobedzki,Tomasz Penza,1
Lukasz Milobedzki,Wojciech Chaber,1
Lukasz Sosnowski,Tomasz Penza,1
Lukasz Sosnowski,Wojciech Chaber,1
Tomasz Penza,Wojciech Chaber,1
Rita Hartel,Stefan Böttcher,1
Chaoqi Yang,Guihai Chen,1
Chaoqi Yang,Hengrui Zhang,1
Chaoqi Yang,Paul Weng,1
Chaoqi Yang,Qitian Wu,1
Chaoqi Yang,Xiaofeng Gao,1
Guihai Chen,Hengrui Zhang,1
Guihai Chen,Paul Weng,1
Guihai Chen,Qitian Wu,1
Guihai Chen,Xiaofeng Gao,2
Hengrui Zhang,Paul Weng,1
Hengrui Zhang,Qitian Wu,1
Hengrui Zhang,Xiaofeng Gao,1
Paul Weng,Qitian Wu,1
Paul Weng,Xiaofeng Gao,1
Qitian Wu,Xiaofeng Gao,1
Ali Hooshmand,Hossein Hosseini,1
Ali Hooshmand,Ratnesh Sharma,1
Hossein Hosseini,Ratnesh Sharma,1
Dingcheng Li,Jingyuan Zhang,1
Dingcheng Li,Ping Li 0001,1
Jingyuan Zhang,Ping Li 0001,2
Aviv Segev,Jung-Hun Kim,1
Chuhan Wu,Fangzhao Wu,2
Chuhan Wu,Junxin Liu,2
Fangzhao Wu,Junxin Liu,2
Nathaniel D. Hoefer,Sergio A. Salinas Monroy,1
Chris Peterson,Elin Farnell,1
Chris Peterson,Henry Kvinge,1
Chris Peterson,Michael Kirby,1
Elin Farnell,Henry Kvinge,1
Elin Farnell,Michael Kirby,1
Henry Kvinge,Michael Kirby,1
Arei Kobayashi,Daichi Amagata,1
Arei Kobayashi,Hao Niu,1
Arei Kobayashi,Kei Yonekawa,1
Arei Kobayashi,Mori Kurokawa,1
Arei Kobayashi,Takahiro Hara,1
Arei Kobayashi,Takuya Maekawa,1
Daichi Amagata,Hao Niu,1
Daichi Amagata,Kei Yonekawa,1
Daichi Amagata,Mori Kurokawa,1
Daichi Amagata,Takahiro Hara,1
Daichi Amagata,Takuya Maekawa,1
Hao Niu,Kei Yonekawa,1
Hao Niu,Mori Kurokawa,1
Hao Niu,Takahiro Hara,1
Hao Niu,Takuya Maekawa,1
Kei Yonekawa,Mori Kurokawa,1
Kei Yonekawa,Takahiro Hara,1
Kei Yonekawa,Takuya Maekawa,1
Mori Kurokawa,Takahiro Hara,1
Mori Kurokawa,Takuya Maekawa,1
Takahiro Hara,Takuya Maekawa,1
Daniel Rammer,Sangmi Lee Pallickara,1
Daniel Rammer,Shrideep Pallickara,1
Daniel Rammer,Thilina Buddhika,1
Daniel Rammer,Walid Budgaga,1
Sangmi Lee Pallickara,Shrideep Pallickara,1
Sangmi Lee Pallickara,Thilina Buddhika,1
Sangmi Lee Pallickara,Walid Budgaga,1
Shrideep Pallickara,Thilina Buddhika,1
Shrideep Pallickara,Walid Budgaga,1
Thilina Buddhika,Walid Budgaga,1
Hai Jin 0001,Xiaodong Zhang,1
Hai Jin 0001,Xiaofeng Ding,1
Hai Jin 0001,Zhifeng Bao,1
Xiaodong Zhang,Xiaofeng Ding,1
Xiaodong Zhang,Zhifeng Bao,1
Xiaofeng Ding,Zhifeng Bao,1
Linh Le,Vijay V. Raghavan 0001,1
Linh Le,Ying Xie,1
Vijay V. Raghavan 0001,Ying Xie,1
Deependra Singh,Vinay Deolalikar,2
Beihong Jin,Bo Tang,1
Beihong Jin,Hongyin Tang,1
Beihong Jin,Tingjian Ge,1
Beihong Jin,Xinzhou Dong,1
Bo Tang,Hongyin Tang,1
Bo Tang,Tingjian Ge,1
Bo Tang,Xinzhou Dong,1
Hongyin Tang,Tingjian Ge,1
Hongyin Tang,Xinzhou Dong,1
Tingjian Ge,Xinzhou Dong,1
Sheikh Khaled Ghafoor,William Eberle,1
Sheikh Rabiul Islam,William Eberle,1
Ariyam Das,Carlo Zaniolo,1
Ariyam Das,Sahil M. Gandhi,1
Carlo Zaniolo,Sahil M. Gandhi,1
Eyhab Al-Masri,Ibrahim Diabate,1
Eyhab Al-Masri,Ming Hoi Lam,1
Eyhab Al-Masri,Richa Jain,1
Eyhab Al-Masri,Swetha Reddy Nathala,1
Ibrahim Diabate,Ming Hoi Lam,1
Ibrahim Diabate,Richa Jain,1
Ibrahim Diabate,Swetha Reddy Nathala,1
Ming Hoi Lam,Richa Jain,1
Ming Hoi Lam,Swetha Reddy Nathala,1
Richa Jain,Swetha Reddy Nathala,1
Aparna Joshi,Jeong-Hyon Hwang,1
Aparna Joshi,Petko Bogdanov,1
Aparna Joshi,Yu Zhang,1
Jeong-Hyon Hwang,Petko Bogdanov,1
Jeong-Hyon Hwang,Yu Zhang,1
Petko Bogdanov,Yu Zhang,1
Abdeltawab M. Hendawi,Ankur Teredesai,1
Abdeltawab M. Hendawi,Jayant Gupta,1
Abdeltawab M. Hendawi,Jiayi Liu,1
Abdeltawab M. Hendawi,Mohak Shah,1
Abdeltawab M. Hendawi,Mohamed H. Ali,1
Abdeltawab M. Hendawi,Naveen Ramakrishnan,1
Ankur Teredesai,Jayant Gupta,1
Ankur Teredesai,Jiayi Liu,1
Ankur Teredesai,Mohak Shah,1
Ankur Teredesai,Mohamed H. Ali,1
Ankur Teredesai,Naveen Ramakrishnan,1
Jayant Gupta,Jiayi Liu,1
Jayant Gupta,Mohak Shah,1
Jayant Gupta,Mohamed H. Ali,1
Jayant Gupta,Naveen Ramakrishnan,1
Jiayi Liu,Mohak Shah,1
Jiayi Liu,Mohamed H. Ali,1
Jiayi Liu,Naveen Ramakrishnan,1
Mohak Shah,Mohamed H. Ali,1
Mohak Shah,Naveen Ramakrishnan,1
Mohamed H. Ali,Naveen Ramakrishnan,1
Tommy Dang,Vinh T. Nguyen,3
Vinh T. Nguyen,Vung Pham,3
Dev Shah,Wesley Campbell,1
Farhana H. Zulkernine,Wesley Campbell,1
Aishwarya Srivastava,Amy W. Apon,1
Aishwarya Srivastava,André Luckow,1
Aishwarya Srivastava,Dung Nguyen,1
Aishwarya Srivastava,Edward B. Duffy,1
Aishwarya Srivastava,Ken Kennedy,1
Aishwarya Srivastava,Marcin Ziolkowski,1
Aishwarya Srivastava,Siddhant Aggarwal,1
Amy W. Apon,André Luckow,1
Amy W. Apon,Dung Nguyen,1
Amy W. Apon,Edward B. Duffy,1
Amy W. Apon,Ken Kennedy,1
Amy W. Apon,Marcin Ziolkowski,1
Amy W. Apon,Siddhant Aggarwal,1
André Luckow,Dung Nguyen,1
André Luckow,Siddhant Aggarwal,1
Dung Nguyen,Edward B. Duffy,1
Dung Nguyen,Ken Kennedy,1
Dung Nguyen,Marcin Ziolkowski,1
Dung Nguyen,Siddhant Aggarwal,1
Edward B. Duffy,Siddhant Aggarwal,1
Ken Kennedy,Siddhant Aggarwal,1
Marcin Ziolkowski,Siddhant Aggarwal,1
Franck Cappello,Sheng Di,2
Franck Cappello,Sihuan Li,2
Franck Cappello,Xin Liang 0001,2
Franck Cappello,Zizhong Chen,2
Sheng Di,Sihuan Li,2
Sheng Di,Xin Liang 0001,2
Sheng Di,Zizhong Chen,2
Sihuan Li,Xin Liang 0001,2
Sihuan Li,Zizhong Chen,2
Albert Bifet,Mostafa Haghir Chehreghani,2
Albert Bifet,Talel Abdessalem,3
Mostafa Haghir Chehreghani,Talel Abdessalem,2
Carlos Lucena,Donald D. Cowan,2
Carlos Lucena,Nathalia Moraes do Nascimento,2
Carlos Lucena,Paulo S. C. Alencar,3
Donald D. Cowan,Nathalia Moraes do Nascimento,2
Nathalia Moraes do Nascimento,Paulo S. C. Alencar,2
Adam Jatowt,Antoine Doucet,1
Adam Jatowt,Nina Tahmasebi,1
Adam Jatowt,Ricardo Campos 0001,1
Adam Jatowt,Sourav S. Bhowmick,1
Antoine Doucet,Nina Tahmasebi,1
Antoine Doucet,Ricardo Campos 0001,1
Antoine Doucet,Sourav S. Bhowmick,1
Nina Tahmasebi,Ricardo Campos 0001,1
Nina Tahmasebi,Sourav S. Bhowmick,1
Ricardo Campos 0001,Sourav S. Bhowmick,1
Fengjiao Wang,Lei Zheng 0001,1
Fengjiao Wang,Lifang He 0001,1
Fengjiao Wang,Philip S. Yu,1
Fengjiao Wang,Sihong Xie,1
Fengjiao Wang,Yixue Wang,1
Lei Zheng 0001,Lifang He 0001,1
Lei Zheng 0001,Philip S. Yu,3
Lei Zheng 0001,Sihong Xie,2
Lei Zheng 0001,Yixue Wang,1
Lifang He 0001,Philip S. Yu,2
Lifang He 0001,Sihong Xie,1
Lifang He 0001,Yixue Wang,1
Philip S. Yu,Sihong Xie,3
Philip S. Yu,Yixue Wang,1
Sihong Xie,Yixue Wang,1
Marcia Seys,Shweta Sinha,1
Alberto H. F. Laender,Pedro O. S. Vaz de Melo,1
Alberto H. F. Laender,Thiago H. P. Silva,1
Pedro O. S. Vaz de Melo,Thiago H. P. Silva,1
Abdullah Alfarrarjeh,Akshay Deshmukh,1
Abdullah Alfarrarjeh,Cyrus Shahabi,2
Abdullah Alfarrarjeh,Seon Ho Kim,2
Abdullah Alfarrarjeh,Shivnesh Rajan,1
Akshay Deshmukh,Cyrus Shahabi,1
Akshay Deshmukh,Seon Ho Kim,1
Akshay Deshmukh,Shivnesh Rajan,1
Cyrus Shahabi,Seon Ho Kim,2
Cyrus Shahabi,Shivnesh Rajan,1
Seon Ho Kim,Shivnesh Rajan,1
Kamer Vishi,Meiko Jensen,1
Kamer Vishi,Nils Gruschka,1
Kamer Vishi,Vasileios Mavroeidis,1
Meiko Jensen,Nils Gruschka,1
Meiko Jensen,Vasileios Mavroeidis,1
Nils Gruschka,Vasileios Mavroeidis,1
Jirui Li,Ning Guo,1
Jirui Li,Xiaoyong Li 0003,1
Jirui Li,Yali Gao,1
Jirui Li,Yunquan Gao,1
Ning Guo,Xiaoyong Li 0003,1
Ning Guo,Yali Gao,1
Ning Guo,Yunquan Gao,1
Xiaoyong Li 0003,Yali Gao,1
Xiaoyong Li 0003,Yunquan Gao,1
Yali Gao,Yunquan Gao,1
Kishore Papineni,Pratik Worah,1
Eyhab Al-Masri,Misba Momin,1
Luo Si,Quanzhi Li,1
Luo Si,Xiaozhong Liu,1
Luo Si,Yingchi Liu,1
Quanzhi Li,Xiaozhong Liu,1
Quanzhi Li,Yingchi Liu,1
Xiaozhong Liu,Yingchi Liu,1
Adam James Hall,Naghmeh Moradpoor,1
Adam James Hall,Nikolaos Pitropakis,1
Adam James Hall,William J. Buchanan,1
Naghmeh Moradpoor,Nikolaos Pitropakis,1
Naghmeh Moradpoor,William J. Buchanan,1
Nikolaos Pitropakis,William J. Buchanan,1
Rong Wen,Wenjing Yan,3
Badre Belabbess,Jérémy Lhez,1
Badre Belabbess,Olivier Curé,1
Jérémy Lhez,Olivier Curé,1
Fan Yang,Ying Lu,1
Banani Roy,Chanchal K. Roy,1
Banani Roy,Debasish Chakroborti,1
Banani Roy,Kevin A. Schneider,1
Banani Roy,Manishankar Mondal,1
Chanchal K. Roy,Debasish Chakroborti,1
Chanchal K. Roy,Kevin A. Schneider,1
Chanchal K. Roy,Manishankar Mondal,1
Debasish Chakroborti,Kevin A. Schneider,1
Debasish Chakroborti,Manishankar Mondal,1
Kevin A. Schneider,Manishankar Mondal,1
Alexandros Karatzoglou,Balázs Hidasi,1
Craig A. Morioka,Nell J. Marshall,1
Craig A. Morioka,Qing Zeng-Treitler,1
Craig A. Morioka,Stephanie Taylor,1
Craig A. Morioka,YiJun Shao,1
Nell J. Marshall,Qing Zeng-Treitler,1
Nell J. Marshall,Stephanie Taylor,1
Nell J. Marshall,YiJun Shao,1
Qing Zeng-Treitler,Stephanie Taylor,1
Qing Zeng-Treitler,YiJun Shao,1
Stephanie Taylor,YiJun Shao,1
Jingyuan Zhang,Mingming Sun,1
Jingyuan Zhang,Xin Wang,1
Jingyuan Zhang,Yue Feng,1
Mingming Sun,Ping Li 0001,2
Mingming Sun,Xin Wang,1
Mingming Sun,Yue Feng,2
Ping Li 0001,Xin Wang,1
Ping Li 0001,Yue Feng,2
Xin Wang,Yue Feng,1
Daniel Bauer,Florian Froese,1
Daniel Bauer,Luis Garcés-Erice,1
Daniel Bauer,Peter Urbanetz,1
Daniel Bauer,Sean Rooney,1
Florian Froese,Luis Garcés-Erice,1
Florian Froese,Peter Urbanetz,1
Florian Froese,Sean Rooney,1
Luis Garcés-Erice,Peter Urbanetz,1
Luis Garcés-Erice,Sean Rooney,1
Peter Urbanetz,Sean Rooney,1
Huan Liu,Ke Sun 0010,1
Huan Liu,Tieyun Qian,1
Huan Liu,Yiqi Chen,1
Ke Sun 0010,Tieyun Qian,1
Ke Sun 0010,Yiqi Chen,1
Tieyun Qian,Yiqi Chen,1
Alexandre Dulaunoy,Gérard Wagener,1
Alexandre Dulaunoy,Sami Mokaddem,1
Gérard Wagener,Sami Mokaddem,1
Boyan Kolev,Dennis E. Shasha,1
Boyan Kolev,Djamel Edine Yagoubi,1
Boyan Kolev,Florent Masseglia,1
Boyan Kolev,Oleksandra Levchenko,2
Boyan Kolev,Reza Akbarinia,1
Dennis E. Shasha,Djamel Edine Yagoubi,1
Dennis E. Shasha,Florent Masseglia,1
Dennis E. Shasha,Oleksandra Levchenko,1
Dennis E. Shasha,Reza Akbarinia,1
Djamel Edine Yagoubi,Florent Masseglia,1
Djamel Edine Yagoubi,Oleksandra Levchenko,1
Djamel Edine Yagoubi,Reza Akbarinia,1
Florent Masseglia,Oleksandra Levchenko,1
Florent Masseglia,Reza Akbarinia,1
Oleksandra Levchenko,Reza Akbarinia,1
Bert Huang,Walid Chaabene,1
Andrew Baas,Frances Hung,1
Andrew Baas,George O. Mohler,1
Andrew Baas,Hao Sha,1
Andrew Baas,Mohammad Al Hasan,1
Frances Hung,George O. Mohler,1
Frances Hung,Hao Sha,1
Frances Hung,Mohammad Al Hasan,1
George O. Mohler,Hao Sha,1
George O. Mohler,Mohammad Al Hasan,1
Hao Sha,Mohammad Al Hasan,1
Anjie Fang,Craig MacDonald,1
Anjie Fang,Haitao Yu 0003,1
Anjie Fang,Iadh Ounis,1
Anjie Fang,Philip Habel,1
Anjie Fang,Xiaoyu Xiong,1
Craig MacDonald,Haitao Yu 0003,1
Craig MacDonald,Iadh Ounis,1
Craig MacDonald,Philip Habel,1
Craig MacDonald,Xiaoyu Xiong,1
Haitao Yu 0003,Iadh Ounis,1
Haitao Yu 0003,Philip Habel,1
Haitao Yu 0003,Xiaoyu Xiong,1
Iadh Ounis,Philip Habel,1
Iadh Ounis,Xiaoyu Xiong,1
Philip Habel,Xiaoyu Xiong,1
Shuai Yang,Xipeng Shen,1
Han Guo,Jiebo Luo,1
Han Guo,Tianlang Chen,1
Han Guo,Yuxiao Chen,1
Jiebo Luo,Yuxiao Chen,2
Tianlang Chen,Yuxiao Chen,1
Atsuyuki Morishima,Masaki Kobayashi,1
Masaki Kobayashi,Masaki Matsubara,1
Abdur R. Shahid,Niki Pissinou,1
Abdur R. Shahid,S. S. Iyengar 0001,1
Abdur R. Shahid,Samia Tasnim,1
Abdur R. Shahid,Yujian Charles Tang,1
Niki Pissinou,S. S. Iyengar 0001,1
Niki Pissinou,Samia Tasnim,1
Niki Pissinou,Yujian Charles Tang,1
S. S. Iyengar 0001,Samia Tasnim,1
S. S. Iyengar 0001,Yujian Charles Tang,1
Samia Tasnim,Yujian Charles Tang,1
Christian J. Mahoney,Haozhen Zhao,1
Christian J. Mahoney,Katie Jensen,1
Christian J. Mahoney,Nathaniel Huber-Fliflet,1
Christian J. Mahoney,Robert Neary,1
Christian J. Mahoney,Shi Ye,1
Haozhen Zhao,Katie Jensen,1
Haozhen Zhao,Nathaniel Huber-Fliflet,3
Haozhen Zhao,Robert Neary,2
Haozhen Zhao,Shi Ye,2
Katie Jensen,Nathaniel Huber-Fliflet,1
Katie Jensen,Robert Neary,1
Katie Jensen,Shi Ye,1
Nathaniel Huber-Fliflet,Robert Neary,2
Nathaniel Huber-Fliflet,Shi Ye,1
Robert Neary,Shi Ye,1
Eyhab Al-Masri,Navyasree Petluri,1
Chen Li 0001,De-Yu Chen,1
Chen Li 0001,Johannes Meyer,1
Chen Li 0001,Niklas Stoehr,1
Chen Li 0001,Qiushi Bai,1
Chen Li 0001,Volker Markl,1
De-Yu Chen,Johannes Meyer,1
De-Yu Chen,Niklas Stoehr,1
De-Yu Chen,Qiushi Bai,1
De-Yu Chen,Taewoo Kim 0001,1
De-Yu Chen,Volker Markl,1
Johannes Meyer,Niklas Stoehr,1
Johannes Meyer,Qiushi Bai,1
Johannes Meyer,Taewoo Kim 0001,1
Johannes Meyer,Volker Markl,1
Niklas Stoehr,Qiushi Bai,1
Niklas Stoehr,Taewoo Kim 0001,1
Niklas Stoehr,Volker Markl,1
Qiushi Bai,Taewoo Kim 0001,1
Qiushi Bai,Volker Markl,1
Taewoo Kim 0001,Volker Markl,1
Eleazar Leal,Somayah Karsoum,1
Le Gruenwald,Somayah Karsoum,1
J. D. Preece,J. M. Easton,1
Marcelo Tallis,Pranjul Yadav,1
Albert Bifet,Maroua Bahri,1
Albert Bifet,Silviu Maniu,1
Maroua Bahri,Silviu Maniu,1
Christine Zarges,Gaël Beck,1
Christine Zarges,Hanene Azzag,1
Christine Zarges,Mustapha Lebbah,1
Christine Zarges,Zaineb Chelly Dagdia,1
Gaël Beck,Hanene Azzag,1
Gaël Beck,Mustapha Lebbah,1
Gaël Beck,Zaineb Chelly Dagdia,1
Hanene Azzag,Zaineb Chelly Dagdia,1
Mustapha Lebbah,Zaineb Chelly Dagdia,1
Hanghang Tong,Jian Kang,2
Hanghang Tong,Meijia Wang,1
Hanghang Tong,Wei Fan 0001,1
Jian Kang,Meijia Wang,1
Jian Kang,Nan Cao,2
Jian Kang,Wei Fan 0001,1
Jian Kang,Yinglong Xia,2
Meijia Wang,Nan Cao,1
Meijia Wang,Wei Fan 0001,1
Meijia Wang,Yinglong Xia,1
Nan Cao,Wei Fan 0001,1
Wei Fan 0001,Yinglong Xia,1
Baijian Yang,Mengyao Wang,1
Baijian Yang,Zhenzhi Xu,1
Mengyao Wang,Tonglin Zhang,1
Mengyao Wang,Zhenzhi Xu,1
Tonglin Zhang,Zhenzhi Xu,1
Achim Streit,Frank Tristram,1
Achim Streit,Jörg Meyer 0001,1
Achim Streit,Peter Braesicke,1
Achim Streit,Tobias Kerzenmacher,1
Achim Streit,Ugur Çayoglu,1
Frank Tristram,Jörg Meyer 0001,1
Frank Tristram,Peter Braesicke,1
Frank Tristram,Tobias Kerzenmacher,1
Frank Tristram,Ugur Çayoglu,1
Jörg Meyer 0001,Peter Braesicke,1
Jörg Meyer 0001,Tobias Kerzenmacher,1
Jörg Meyer 0001,Ugur Çayoglu,1
Peter Braesicke,Tobias Kerzenmacher,1
Peter Braesicke,Ugur Çayoglu,1
Tobias Kerzenmacher,Ugur Çayoglu,1
Donald E. Brown,Katherine Harton,1
Donald E. Brown,Megan Stiles,1
Donald E. Brown,Mohammad Al Boni,1
Donald E. Brown,Seth Green,1
Katherine Harton,Megan Stiles,1
Katherine Harton,Mohammad Al Boni,1
Katherine Harton,Seth Green,1
Megan Stiles,Mohammad Al Boni,1
Megan Stiles,Seth Green,1
Mohammad Al Boni,Seth Green,1
Artur Fattakhov,Artur Kuzin,1
Artur Fattakhov,Ilya Kibardin,1
Artur Fattakhov,Ruslan Dautov,1
Artur Fattakhov,Vladimir I. Iglovikov,1
Artur Kuzin,Ilya Kibardin,1
Artur Kuzin,Ruslan Dautov,1
Artur Kuzin,Vladimir I. Iglovikov,1
Ilya Kibardin,Ruslan Dautov,1
Ilya Kibardin,Vladimir I. Iglovikov,1
Ruslan Dautov,Vladimir I. Iglovikov,1
Baiyun Chen,Guoyin Wang 0001,1
Baiyun Chen,Qun Liu,1
Baiyun Chen,Shuyin Xia,1
Baiyun Chen,Xiao Liang,1
Baiyun Chen,Yunsheng Liu,1
Guoyin Wang 0001,Qun Liu,1
Guoyin Wang 0001,Shuyin Xia,1
Guoyin Wang 0001,Xiao Liang,1
Guoyin Wang 0001,Yunsheng Liu,1
Qun Liu,Shuyin Xia,1
Qun Liu,Xiao Liang,1
Qun Liu,Yunsheng Liu,1
Shuyin Xia,Xiao Liang,1
Shuyin Xia,Yunsheng Liu,1
Xiao Liang,Yunsheng Liu,1
Mingxuan Ju,Soumya Ray,1
Mingxuan Ju,Yufan Chen,1
Mingxuan Ju,Zhengkai Jiang,1
Soumya Ray,Yufan Chen,1
Soumya Ray,Zhengkai Jiang,1
Yufan Chen,Zhengkai Jiang,1
Anthony Bell,Daniel Miranda,1
Anthony Bell,Prathyusha Senthil Kumar,1
Daniel Miranda,Prathyusha Senthil Kumar,1
Akihiro Yoshida,Akira Tanaka,1
Akihiro Yoshida,Jun Ozawa,1
Akihiro Yoshida,Katsuki Fujisawa,1
Akihiro Yoshida,Nariaki Tateiwa,1
Akihiro Yoshida,Nozomi Hata,1
Akihiro Yoshida,Takashi Nakayama,1
Akihiro Yoshida,Takashi Wakamatsu,1
Akihiro Yoshida,Yuri Nishikawa,1
Akira Tanaka,Jun Ozawa,1
Akira Tanaka,Katsuki Fujisawa,1
Akira Tanaka,Nariaki Tateiwa,1
Akira Tanaka,Nozomi Hata,1
Akira Tanaka,Takashi Nakayama,1
Akira Tanaka,Takashi Wakamatsu,1
Akira Tanaka,Yuri Nishikawa,1
Jun Ozawa,Katsuki Fujisawa,1
Jun Ozawa,Nariaki Tateiwa,1
Jun Ozawa,Nozomi Hata,1
Jun Ozawa,Takashi Nakayama,1
Jun Ozawa,Takashi Wakamatsu,1
Jun Ozawa,Yuri Nishikawa,1
Katsuki Fujisawa,Nariaki Tateiwa,1
Katsuki Fujisawa,Nozomi Hata,1
Katsuki Fujisawa,Takashi Nakayama,1
Katsuki Fujisawa,Takashi Wakamatsu,1
